classes	BT549 || Claudin	HBL100 || Claudin	HS578T || Claudin	MDAMB157 || Claudin	MDAMB231 || Claudin	MDAMB435 || Claudin	MDAMB436 || Claudin	SUM159PT || Claudin	SUM1315 || Claudin	600MPE || Others	AU565 || Others	BT20 || Others	BT474 || Others	BT483 || Others	CAMA1 || Others	DU4475 || Others	HCC38 || Others	HCC70 || Others	HCC202 || Others	HCC1007 || Others	HCC1008 || Others	HCC1143 || Others	HCC1187 || Others	HCC1428 || Others	HCC1500 || Others	HCC1569 || Others	HCC1599 || Others	HCC1937 || Others	HCC1954 || Others	HCC2157 || Others	HCC2185 || Others	HCC3153 || Others	LY2 || Others	MCF7 || Others	MDAMB134 || Others	MDAMB175 || Others	MDAMB361 || Others	MDAMB415 || Others	MDAMB453 || Others	MDAMB468 || Others	SKBR3 || Others	SUM44PE || Others	SUM52PE || Others	SUM149PT || Others	SUM185PE || Others	SUM190PT || Others	SUM225CWN || Others	T47D || Others	UACC812 || Others	ZR751 || Others	ZR7530 || Others	ZR75B || Others
Group	Claudin	Claudin	Claudin	Claudin	Claudin	Claudin	Claudin	Claudin	Claudin	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others	Others
8508	-1.033	-0.423	-1.177	-0.483	-1.849	-1.889	-0.413	-1.8	-1.051	-0.638	-1.227	-1.129	0.659	-1.092	0.18	-0.156	-0.777	0.516	2.086	0.322	0.585	-0.151	0.308	-0.398	-1.617	0.373	0.377	-0.925	-1.195	0.263	-0.296	1.337	-0.661	0.382	0.775	0.824	-0.553	0.297	0.211	0.017	-0.863	0.237	0.028	-0.313	0.604	0.749	0.927	0.552	0.352	0.484	0.031	0.731
55048	-0.778	-2.856	-1.19	-1.344	-0.322	-0.478	-0.063	-0.96	-1.128	0.581	2.101	-0.148	2.217	1.764	-0.585	-1.415	-0.557	-0.775	0.59	2.025	-1.312	-1.414	0.609	1.928	-0.334	-0.936	-0.242	0.393	-0.833	0.011	1.714	0.54	1.289	0.19	-0.224	-0.699	0.704	-0.661	1.072	0.468	0.889	-0.5	0.074	-0.193	0.756	-0.26	1.482	2.073	1.429	0.643	0.743	0.505
79038	-0.734	0.069	-2.144	-0.497	-1.499	-1.142	-1.112	-0.232	-0.982	0.468	-0.653	-1.183	0.882	-0.147	0.368	-1.69	-1.094	-0.155	-0.019	0.387	-0.361	-0.835	-0.187	2.346	-0.22	-0.914	-0.232	-0.101	-0.1	0.807	0.351	-0.451	0.472	2.987	-0.115	2.303	0.282	0.386	1.556	-0.817	-0.347	1.836	1.773	-0.873	1.789	1.484	1.689	0.866	-0.479	1.428	1.746	0.334
5364	-1.008	-2.232	-1.427	-1.684	-2.273	-1.716	-2.052	-1.584	-1.545	1.74	0.83	-0.881	0.331	0.873	-0.638	-0.298	-1.374	-0.093	0.759	0.234	0.358	0.167	0.331	-0.122	-1.594	0.421	0.781	0.33	-1.335	-1.281	0.851	0.641	-0.977	-0.333	0.311	2.125	0.353	-1.276	-0.09	-0.962	0.345	-0.547	0.613	-1.298	2.197	-1.442	0.016	0.862	0.866	-0.063	-0.459	-0.81
90864	-0.511	-0.015	-1.205	-0.934	-1.062	-0.888	-0.473	-0.915	-0.175	0.324	0.643	-0.533	0.368	0.131	0.191	-0.412	-0.666	0.798	0.073	0.356	0.448	-0.18	0.207	0.073	-0.113	-0.295	0.38	-0.641	-1.006	-0.466	0.344	-0.768	-0.841	-0.583	0.526	0.254	1.37	0.963	0.591	-0.272	-0.202	0.714	0.119	-0.366	1.202	0.298	1.328	0.052	-0.094	1.467	0.695	-0.391
9674	-0.729	-0.795	-0.755	-0.661	-1.258	-0.711	-1.086	-1.111	-1.067	1.53	0.108	-0.358	0.52	2.347	1.185	2.451	-0.953	-0.256	0.587	0.533	-0.979	0.138	-0.659	1.612	1.578	-0.383	-1.283	-0.013	-0.11	-0.27	-0.076	-0.412	-0.807	-0.933	1.942	-0.054	-0.306	0.909	0.857	-0.039	1.087	3.836	2.88	-0.675	-0.459	0.129	-0.142	0.301	-0.168	0.921	1.757	0.081
7431	7.806	8.759	9.423	9.681	8.378	9.644	8.001	9.989	10.315	-1.343	-3.13	-1.401	1.935	-1.608	-1.719	-0.45	9.553	2.378	-0.86	-1.882	2.55	8.229	3.417	-2.242	-2.55	7.426	4.644	-1.521	5.747	8.114	-1.557	7.602	-1.354	-1.439	3.434	-0.475	-1.857	-1.99	-3.175	0.283	-1.831	-1.378	-1.824	4.995	-1.655	2.784	-2.276	-1.72	2.319	-1.932	-1.397	-2.892
6575	-0.336	-0.759	-0.166	-1.018	-0.802	-0.478	-1.72	-0.649	-0.782	0.198	-0.488	-0.554	0.59	1.388	0.803	-0.749	-0.536	-0.357	-0.141	0.728	1.083	0.451	-0.362	0.182	-0.047	1.797	1.217	1.293	0.333	-0.119	0.029	1.094	-0.059	-0.296	-0.917	-0.07	-0.852	-0.527	-0.604	0.609	-1.475	1.308	0.779	0.461	0.665	0.113	0.354	-0.317	-0.262	-0.361	0.634	0.65
2963	1.375	0.19	-0.213	1.131	1.774	0.806	0.579	2.149	0.53	-0.036	-1.347	0.2	-0.401	-0.164	0.848	-0.166	-0.157	-0.093	-0.846	-0.741	-0.237	0.732	-0.012	-0.886	-0.104	-0.282	0.138	0.212	0.322	0.003	0.059	0.367	-0.685	-0.979	-1.14	-0.056	-0.336	-1.026	-0.056	0.109	-1.009	-0.337	-0.691	0.996	-0.369	0.547	-0.411	-0.723	-0.821	-0.122	-0.469	0.141
6446	4.912	3.809	3.656	3.423	2.631	6.293	6.365	2.728	4.92	-1.791	-0.976	1.188	-1.507	-0.9	-1.263	-0.778	3.063	0.822	-0.831	-2.081	-0.441	4.236	-1.736	-1.655	4.297	1.832	-1.521	2.935	0.376	0.068	-2	-0.267	-0.669	0.309	-1.154	-1.877	1.493	-2.1	-2.252	4.8	-1.009	-0.676	1.284	2.227	-1.472	3.194	-0.267	-1.63	0.059	-1.512	-0.83	-1.205
10979	3.141	3.784	2.391	0.922	3.434	0.601	2.01	2.969	3.249	-0.512	-0.759	-1.159	-1.718	-0.088	-0.455	-0.817	3.482	1.725	-0.323	-0.301	-0.392	0.182	-1.09	-0.648	-1.861	-0.8	-0.165	1.029	-0.404	-1.467	2.914	4.39	1.034	1.423	-0.905	-0.493	-0.828	-0.916	0.131	0.946	-0.068	-0.754	-0.953	2.828	0.371	1.623	2.092	0.701	-0.089	-1.381	-0.795	0.053
1831	-1.113	-1.213	-1.709	-1.575	-2.285	-1.36	-1.674	0.532	-0.826	1.013	-0.801	0.119	0.311	-0.004	0.153	-0.934	-0.457	0.822	0.798	0.198	1.804	-1.57	-0.807	0.305	-1.621	-1.152	0.18	0.426	-1.43	-0.916	2.145	-1.07	-0.365	0.399	0.92	2.641	-0.446	2.228	0.548	1.448	0.412	-0.146	4.111	-1.062	-0.19	2.116	2.328	-2.064	2.507	2.267	1.921	-0.773
4134	1.141	1.183	0.742	-0.125	0.232	0.25	0.44	0.61	0.973	0.581	-0.785	-0.936	-0.079	-0.702	-0.604	0.052	0.167	0.057	-0.227	-0.336	0.515	0.436	0.401	-0.599	-0.922	-0.518	0.602	-0.506	-0.547	0.074	0.249	0.414	-0.513	0.315	0.295	-0.264	-0.672	-0.705	-0.553	-0.702	-0.511	-0.748	0.03	-0.438	0.654	-0.553	-0.746	-0.654	-0.499	-0.02	0.943	-0.239
2619	1.425	0.791	0.388	2.921	-0.222	2.909	4.367	0.965	2.914	-0.446	-0.193	0.298	-0.255	-0.58	-0.259	-0.351	1.718	1.006	0.305	-0.355	2.343	1.717	1.282	-0.21	-0.36	2.756	3.279	0.171	0.015	2.825	-0.23	1.104	-0.049	-0.138	-0.255	-0.167	-0.323	-0.303	-0.146	0.029	-0.176	-0.323	-0.34	-0.297	-0.038	-0.081	-0.571	-0.374	-0.247	0.096	-0.106	-0.395
5376	4.36	1.998	3.816	4.522	5.081	5.587	1.99	3.675	4.806	-0.926	-1.964	-1.223	-1.267	-0.603	-0.054	-1.099	2.157	-1.14	-0.887	-2.03	0.257	7.395	-0.567	-0.676	-0.713	6.41	5.043	-1.141	-0.825	7.683	0.323	0.976	1.581	7.019	2.397	7.703	0.951	5.311	-1.937	-0.467	-0.8	-0.492	-0.143	0.39	-1.666	-1.327	-1.774	-2.127	1.298	-0.521	2.643	-0.196
10577	1.933	2.511	0.331	3.128	-0.24	0.552	1.328	-0.512	1.696	0.148	-0.539	-1.089	-0.644	-3.357	-0.521	-1.997	0.801	-1.279	-0.569	-0.159	-0.699	0.134	1.729	-0.166	0.179	-0.434	-1.176	-1.514	2.579	-1.853	1.893	0.077	-2.832	-0.35	-0.317	0.808	1.017	-0.599	0.292	-1.358	-1.55	1.394	-1.36	1.162	1.649	0.019	0.217	-0.252	0.779	0.023	-1.112	-2.312
1634	0.062	0.419	3.024	3.436	-0.291	0.778	-0.444	2.186	0.652	-0.077	-0.346	-0.14	0.081	-0.257	-0.227	0.394	-0.168	-0.718	0.478	-0.129	-0.58	0.468	-0.261	-0.289	-0.652	0.397	-0.555	-0.272	0.293	-0.447	0.02	-0.259	0.343	0.309	-0.271	0.089	-0.02	-0.059	-0.135	-0.666	0.727	-0.098	0.064	-0.007	-0.388	-0.534	-0.865	0.471	-0.729	0.046	0.386	-0.075
5793	2.783	2.316	3.182	2.669	2.996	3.735	1.243	1.521	4.366	-1.025	-1.591	4.474	0.562	-0.45	-1.284	0.416	-0.521	3.08	-0.537	-1.296	-0.124	-0.645	-1.003	-1.222	-0.061	-0.652	1.921	-1.258	-1.061	-1.131	-1.372	-1.044	-0.083	0.542	1.75	0.091	0.271	-1.001	1.23	0.657	-1.343	-0.77	-1.292	4.375	0.013	1.469	-1.117	-1.172	-0.47	-0.997	-0.302	-0.069
60369	-0.264	2.112	-0.224	3.01	0.564	4.938	0.482	0.874	-0.15	0.095	0.85	-0.193	-0.852	-0.92	-0.783	0.804	0.21	-1.156	0.216	-1.035	-0.767	-0.427	0.266	-0.737	0.178	0.508	0.669	-1.137	-0.036	1.368	-1.009	1.849	0.533	-1.173	0.637	-0.729	-0.238	-1.293	-0.627	0.532	0.662	-1.263	-0.952	0.537	0.86	0.113	-0.877	-0.853	-1.681	-0.572	-1.245	1.094
22941	-0.803	-0.539	-0.894	-1.066	-0.405	-0.547	0.004	-0.839	-0.834	-0.208	0.086	0.177	-0.104	-0.092	0.193	-0.144	0.31	-0.345	0.229	0.133	-0.017	0.226	0.413	-0.462	0.196	-0.767	0.045	-0.175	0.024	-0.195	-0.034	-0.134	0.205	0.328	-0.262	0.01	0.1	0.458	0.078	-0.222	0.225	-0.234	-0.29	-0.888	-0.214	-0.077	-0.17	0.253	-0.086	0.264	0.38	0.069
26032	4.412	1.98	0.386	1.059	4.482	0.019	-0.025	2.071	5.548	0.218	-0.384	0.379	-0.251	-0.162	-0.24	0.019	2.392	-0.508	0.202	-0.206	-0.139	-0.017	-0.311	-0.317	-0.174	0.631	-0.168	-0.155	0.104	1.388	-0.177	0.015	-0.278	-0.212	0.007	-0.074	-0.235	0.808	-0.404	-0.069	0.527	-0.334	-0.238	-0.173	-0.053	-0.141	0.833	0.209	-0.195	-0.348	0.636	-0.087
25865	-1.307	-0.163	-0.354	-0.941	-0.571	-1.929	-1.659	-0.727	-1.917	-0.307	0.122	1.611	-0.029	0.85	0.927	0.355	1.578	1.548	0.706	-0.492	-0.345	0.558	2.068	-0.098	1.743	-0.667	-0.329	0.536	-0.304	-2.035	1.158	0.002	0.203	-0.005	-0.474	0.377	-0.525	-0.27	-0.031	0.983	-0.928	-0.637	0.679	-0.217	0.523	-0.659	0.998	-1.532	1.41	-0.238	0.19	0.237
7980	1.76	1.524	-0.359	4.65	3.116	-0.57	5.942	3.306	1.781	3.997	-0.331	4.867	0.028	-0.35	-0.722	-0.023	1.366	1.538	0.193	-0.583	-0.853	-0.66	-0.649	-0.295	2.111	-0.771	-0.853	-0.667	-0.448	-0.623	0.497	-1.005	-0.584	2.088	-0.628	0.367	3.158	-0.504	-0.719	3.436	0.17	-0.701	-0.787	2.316	0.365	0.903	2.519	-0.824	-0.386	1.549	0.284	0.379
7035	1.385	1.681	3.932	1.198	1.538	0.676	-0.173	0.533	0.827	-0.309	-0.435	-0.463	-0.455	-0.58	0.021	0.13	1.136	-0.345	-0.113	-0.48	-0.501	-0.468	-0.317	0.071	-0.053	-0.572	-0.67	0.571	0.921	-0.244	-0.059	-0.204	1.711	0.937	-0.373	-0.334	-0.556	0.487	-0.641	0.593	0.141	-0.085	-0.204	-0.057	-0.141	0.525	-0.264	0.016	-0.279	-0.596	0.017	-0.623
10039	0.361	0.932	0.484	-0.216	0.391	0.583	0.862	-0.078	1.261	0.291	-0.242	0.094	-0.425	-0.339	-0.566	0.109	-0.058	0.193	-0.305	0.538	-0.136	0.252	-0.015	-0.591	-0.504	0.474	-0.513	0.361	-0.977	-1.335	-0.15	-0.306	-0.379	-0.877	-0.132	0.375	-0.317	-0.444	-0.127	0.055	-0.062	0.395	0.501	0.53	-0.198	-0.023	0.568	-0.614	-0.633	0.441	0.011	-0.609
8436	-0.177	0.083	-0.011	0.131	6.476	0.051	-0.104	2.728	0.289	0.468	-0.278	-0.14	0.119	-0.446	0.104	0.109	0.346	-0.328	0.386	-0.208	-0.464	-0.083	-0.267	0.196	0.346	-0.436	-0.293	-0.275	0.127	0.077	0.288	0.009	-0.075	0.06	-0.226	-0.123	-0.301	0.301	-0.166	-0.5	0.019	0.271	-0.605	-0.099	-0.118	-0.152	-0.29	-0.122	-0.145	-0.057	-0.152	-0.34
64175	2.943	2.983	2.842	3.003	1.368	1.946	1.689	1.583	4.592	-0.554	-1.598	-0.023	-0.7	-0.414	-0.321	0.386	2.599	-0.141	0.578	0.084	-0.812	-0.104	1.71	-0.256	-0.502	0.558	-1.024	-0.856	-0.007	-0.618	-0.321	-0.267	0.063	-0.203	0.316	-0.384	-0.882	-0.899	-0.205	-0.032	-0.753	-0.296	0.215	0.154	1.837	0.219	0.246	-1.66	-0.348	-0.456	-0.665	-1.166
23180	1.841	1.031	4.615	2.126	5.623	-0.454	3.565	2.793	1.829	-0.824	3.871	0.665	-0.073	-0.725	-0.928	-0.533	0.226	-0.808	2.192	6.273	-1.312	-0.679	-0.83	-0.692	-0.093	-1.029	-0.594	0.185	0.845	0.026	1.098	-1.112	2.498	1.147	-0.76	-1.081	0.873	0.882	-0.199	-1.517	-0.117	-0.373	-1.117	2.731	-1.193	0.953	-1.201	-1.519	1.761	-1.751	0.409	-1.392
2004	1.075	1.374	1.557	0.944	3.523	1.197	1.409	3.395	2.747	-0.526	0.299	1.678	-1.578	-0.165	-0.54	0.063	1.288	0.62	-0.769	-0.262	-0.174	0.696	-0.076	0.029	1.264	0.243	-0.305	-0.162	1.529	0.158	-1.492	0.474	-1.51	-0.316	-1.077	0.032	-0.169	-0.591	-0.792	-0.218	0.105	-0.569	-0.151	2.54	-0.104	1.561	-0.139	-0.849	-0.524	-1.21	-0.626	-0.202
2297	1.822	0.723	2.19	0.074	-0.546	0.273	0.706	1.675	1.447	-0.338	-0.899	-0.428	-0.411	-0.435	-0.856	0.379	-0.493	-0.122	-0.397	-0.884	0.225	0.187	1.59	-0.037	0.327	0.022	1.106	0.043	-0.005	-0.709	0.964	-0.078	-0.079	-0.296	-0.514	-0.276	0.188	-0.906	-1.054	0.074	-1.514	-0.242	-0.88	0.164	-0.009	-0.218	-0.559	-0.281	-0.257	-0.486	-0.907	0.264
6799	-1.244	-0.278	-1.572	-1.034	-1.793	-0.68	-0.835	-1.746	-0.273	2.813	2.524	0.691	0.578	-0.677	-0.907	-0.624	-0.422	1.226	0.249	2.253	-0.424	0.418	0.767	0.559	-0.598	-0.918	-0.484	1.165	0.16	-1.497	0.695	0.585	0.203	-0.071	-0.702	-1.214	2.518	1.64	-0.092	-0.065	1.349	1.475	0.659	-0.466	0.218	1.731	1.115	-0.143	-0.37	1.809	2.117	-0.299
7414	1.322	0.977	2.18	0.368	1.402	-0.139	0.924	0.318	1.407	-0.512	0.798	-0.029	-0.71	-0.643	-1.301	-0.654	0.403	-0.104	-0.487	-0.527	0.254	-0.196	0.37	-0.048	-0.104	-0.332	0.199	-0.217	0.188	1.807	-0.083	1.271	-0.604	-1.555	-0.773	-0.419	-0.319	0.584	-0.692	-0.011	0.536	-0.366	-1.219	-0.36	-0.922	-0.67	-0.027	-1.084	-0.069	-0.868	-0.402	0.731
5580	-1.395	-1.608	-1.481	-2.319	-0.905	1.105	-1.856	-0.154	-1.528	-0.135	3.889	0.625	-0.332	-0.058	-1.255	1.112	-0.573	0.356	1.575	-0.819	-0.555	-0.524	-0.27	-0.023	0.156	1.587	-0.383	0.345	0.878	1.11	0.17	0.256	1.47	1.274	-1.383	1.61	0.015	0.4	1.875	-0.674	3.367	-1.103	-0.126	0.185	0.529	-1.354	-1.406	-0.342	1.726	-0.301	1.45	-0.502
2247	4.22	0.868	0.918	0.953	-0.563	0.499	3.117	1.654	0.291	0.057	-0.362	-0.261	-0.081	-0.296	-0.178	0.74	1.234	0.143	0.205	-0.52	-0.205	1.808	0.054	-0.221	-0.198	1.446	-0.151	0.821	0.149	-0.147	-0.376	2.218	0.254	-0.37	-0.162	0.123	-0.426	-0.488	-0.264	0.346	-0.011	-0.409	-0.525	-0.064	-0.165	-0.526	-0.233	-0.145	-0.185	-0.107	0.081	-0.247
55580	0.606	0.105	0.717	0.586	0.325	0.485	0.768	0.322	0.048	-0.104	-0.397	0.134	0.032	-0.364	-0.22	0.341	1.018	-0.179	0.191	-0.259	-0.311	-0.153	-0.018	-0.236	-0.363	0.097	-0.283	-0.189	-0.137	-0.329	-0.474	0.019	0.065	-0.48	-0.046	-0.147	-0.457	0.175	0.006	-0.002	0.125	0.152	-0.423	0.041	-0.137	-0.368	-0.525	0.158	-0.336	-0.189	-0.09	-0.574
11142	2.317	0.333	1.465	2.229	1.134	1.314	-0.577	0.943	1.778	0.731	-1.291	-0.059	1.543	1.496	-3.206	0.236	2.353	-1.327	-1.994	1.674	-0.119	0.228	-1.427	-2.45	0.397	3.653	-0.119	-1.502	-0.728	0.684	-0.518	-1.328	-0.097	-1.722	-0.424	-0.02	-1.231	-1.429	-2.997	-0.901	-1.804	0.618	1.273	-0.495	-0.416	-1.579	-1.952	-0.074	0.465	-0.143	-2.007	0.145
4017	4.164	1.56	1.579	1.26	0.367	1.056	0.845	1.346	1.378	-0.289	-0.715	-0.038	0.129	-0.532	-0.176	0.113	0.777	-0.274	0.313	-0.936	-0.719	-0.026	1.248	-0.448	-0.725	-0.05	-0.811	-0.505	1.037	0.179	-0.571	0.803	1.07	0.088	-0.326	-0.814	-0.323	-0.438	-0.432	-0.21	0.281	-0.057	-0.441	1.349	-0.08	0.822	-0.614	-0.476	0.549	-0.27	-0.665	-0.652
6483	0.801	1.229	0.78	0.463	0.131	0.726	0.377	0.887	0.061	0.187	-0.182	0.149	-0.231	-0.525	0.168	0.008	0.085	-0.483	0.651	-0.013	-0.606	-0.27	-0.444	0.454	-0.19	0.472	-0.836	-0.561	-0.02	0.115	-0.455	0.066	-0.203	-0.162	-0.305	-0.098	-0.101	-0.034	0.264	-0.396	-0.001	-0.223	-0.088	-0.461	-0.243	-0.204	-0.586	-0.25	-0.087	-0.139	0.023	-0.184
6386	0.49	-0.378	1.28	2.105	1.35	1.975	1.548	0.286	1.964	-1.378	-1.64	-1.457	0.926	-1.097	-0.229	-2.07	0.33	-0.189	-2.343	0.24	1.412	-0.015	0.575	-1.449	0.204	0.287	0.805	-1.508	0.713	0.445	-0.578	-0.296	-4.002	-0.894	-5.927	0.856	0.074	-1.322	-2.803	-0.671	-3.479	0.735	-3.419	-0.187	-4.397	0.389	-1.725	-3.932	0.603	-1.922	-2.44	-0.017
54020	-1.096	-1.443	-1.555	-1.653	-1.314	-2.233	-1.19	-1.758	-0.564	1.526	2.147	0.969	1.282	0.548	0.272	-0.874	-1.535	-0.391	0.017	0.259	-0.8	-1.118	0.94	0.062	0.639	-0.817	-0.364	-0.789	1.718	-0.195	1.253	-1.596	1.427	0.369	-0.113	1.948	0.464	-0.55	-0.068	0.614	0.904	0.084	-0.857	-1.062	3.577	0.574	0.606	-0.175	0.532	-0.88	0.323	-0.042
5357	-2.949	-1.635	-2.414	-3.207	0.842	-2.479	-1.283	-0.632	-2.447	0.943	-1.141	0.559	-1.453	-0.523	-0.986	1.024	-0.511	2.53	-1.741	3.417	1.61	0.978	-2.894	-1.734	0.597	-1.983	2.364	1.096	0.703	-0.939	2.58	1.182	-0.509	-0.802	1.018	0.937	-0.126	1.34	-1.028	1.474	-1.949	1.536	0.856	-0.242	-1.085	0.778	0.303	1.407	-1.132	0.838	0.928	-0.077
9180	1.243	2.171	0.438	1.772	0.398	0.654	3.074	1.046	-0.233	0.04	-0.701	1.343	0.127	-0.505	0.063	-0.387	-0.05	1.262	0.197	-0.878	-0.376	0.364	-0.221	-0.166	0.404	1.213	-0.28	-0.365	2.626	1.263	-1.016	0.902	-0.553	0.404	-0.72	-0.447	-0.67	-0.839	-0.741	0.24	-0.652	-0.741	-0.702	0.44	-0.807	-0.331	-0.491	-0.049	0.776	-0.37	-0.546	-0.911
29098	2.932	1.243	1.024	1.733	1.282	1.528	3.279	0.574	0.401	-1.093	1.622	1.022	-1.297	-0.067	-0.7	0.265	-0.163	-0.571	1.56	-0.097	-1.574	-0.492	0.371	-2.325	1.976	-2.472	-1.266	-1.502	0.032	-3.725	0.496	-0.492	-3.89	-2.588	-0.778	-1.273	-1.891	-1.1	-0.868	1.331	1.607	-1.279	-1.091	1.777	1.345	0.081	-0.15	-3.032	1.236	-0.945	-1.095	1.791
9667	0.515	0.056	0.861	1.053	1.263	0.914	-0.334	0.278	0.327	-0.119	-0.087	-0.154	-0.13	-0.198	0.189	-0.283	-0.698	-0.474	-0.446	-0.403	-0.05	-0.697	0.104	-0.527	0.159	0.012	0.361	-0.337	0.32	-0.047	0.052	-0.482	-0.073	0.417	0.302	0.282	-0.18	-0.212	0.509	0.612	-1.453	-1.121	-0.441	0.164	-0.131	-0.254	-0.233	0.003	-0.774	-0.982	-0.306	-0.872
51339	3.355	0.841	1.391	1.833	0.213	1.568	0.349	-0.606	2.009	0.358	-0.49	-0.163	-0.251	-0.269	0.323	1.544	-0.177	-0.611	0.125	-0.055	-0.549	-0.211	-0.003	-0.529	-0.757	0.133	-0.447	-0.391	0.993	0.215	-0.302	-0.488	0.564	-0.272	0.119	0.607	-0.404	-0.009	-0.25	-0.417	-0.121	-0.026	0.147	0.019	0.039	-0.137	-0.748	0.253	-0.789	-0.204	0.029	-0.478
64065	-6.766	-4.981	0.448	-2.237	-1.638	-1.553	-1.917	-3.243	-3.812	0.039	-1.895	-1.877	-0.85	-2.751	-5.969	-2.277	-0.942	1.268	-2.164	2.344	1.924	2.698	0.062	-4.664	1.927	-0.176	1.439	4.033	0.907	0.359	2.948	3.033	-1.589	0.22	-6.334	0.466	2.221	0.168	-4.107	1.007	-2.601	2.38	1.921	-0.825	0.373	2.256	2.22	-1.599	0.117	-2.06	-0.584	-0.319
11102	0.65	1.676	0.416	-0.425	1.014	0.951	0.216	0.689	0.276	0.371	-0.863	0.109	-0.302	-0.36	-0.617	-0.223	-0.68	-0.822	-0.236	-0.894	-0.237	0.134	-0.119	-0.597	-0.407	-0.244	-0.021	-0.325	0.915	-0.174	-0.68	0.985	-0.308	-0.195	0.251	-0.022	-0.174	0.266	0.284	-0.199	-0.515	0.993	0.394	-0.069	0.12	-0.174	-0.445	-0.007	-0.44	0.717	-0.24	0.336
2995	1.625	0.489	0.935	1.1	-0.154	3.356	1.353	0.972	1.653	-0.192	-0.262	-0.547	-0.097	-0.001	0.121	0.206	1.727	-0.695	0.395	-0.034	-0.46	0.379	-0.124	-0.216	-0.469	1.058	-0.369	-0.415	-0.151	1.254	0.196	0.565	-0.634	0.497	-0.136	-0.147	-0.031	-0.276	0.157	-0.371	0.544	0.095	-0.168	-0.403	-0.192	-0.191	-0.706	0.047	-0.564	0.04	0.192	-0.529
10946	1.41	1.032	1.076	0.597	0.87	0.347	-0.18	1.158	1.627	-0.961	-0.765	-0.055	-0.816	-0.233	-1.201	-0.325	0.121	0.666	-1.577	-0.506	-0.065	-0.345	0.889	-0.654	-0.003	0.924	0.101	0.074	-0.999	0.388	-0.527	0.217	-0.926	-0.596	0.617	-2.884	-1.13	-0.316	-0.387	2.396	-1.798	-1.727	0.11	1.568	-0.89	0.327	0.005	-0.529	-0.098	-1.458	-0.292	-0.268
3115	-0.04	3.149	0.412	3.325	-0.683	2.997	-0.561	-0.28	0.099	0.347	-0.277	-0.503	0.329	-0.074	-0.031	-0.428	0.105	1.684	0.718	-0.675	-0.34	0.012	-0.399	0.051	0.319	-0.449	-0.445	-0.181	0.153	0.338	0.029	-0.467	-0.061	-0.063	-0.282	0.196	-0.417	-0.274	-0.213	-0.676	-0.046	-0.061	0.235	-0.5	0.08	-0.433	-0.842	0.052	-0.004	-0.212	0.184	-0.63
11059	-0.317	-2.791	-1.125	-0.751	-0.388	-1.357	-2.287	-0.957	-0.962	-1.334	1.449	-1.406	-0.13	2.835	-0.097	-0.604	-0.024	0.624	-1.552	3.557	0.46	-0.401	-0.462	0.596	-1.23	-0.971	0.466	0.081	-1.483	1.124	0.138	-0.854	0.797	1.957	2.251	2.52	2.026	-0.119	0.573	0.429	1.389	0.671	-0.416	-0.223	1.762	0.508	1.812	-1.366	1.424	0.415	-0.334	1.269
6443	1.861	0.128	1.717	2.554	1.528	1.617	2.225	1.15	1.017	0.145	-1.502	-1.552	-1.354	-0.187	-1.873	0.14	1.038	-0.89	-0.409	1.003	0.322	0.473	1.251	-0.685	0.328	1.243	0.46	-1.399	-0.227	0.017	-1.756	1.368	-0.395	0.153	2.705	-0.634	-1.043	-1.367	-1.836	0.457	-1.268	-0.842	-0.327	0.502	-1.025	-0.668	-1.525	-0.47	-0.522	-1.335	-1.468	-0.71
607	-0.66	-0.467	-0.772	-0.2	-0.72	-0.325	-0.362	-0.208	-0.415	0.23	0.239	-0.11	-0.413	0.493	-0.09	0.562	-0.191	0.185	0.606	-0.18	0.338	0.595	0.671	-0.201	-0.408	0.113	0.903	-0.556	-0.1	0.325	0.198	0.398	-0.172	0.529	-0.111	0.443	-0.124	-0.38	-0.211	-0.042	-0.418	0.789	-0.158	-0.673	0.501	-0.328	-0.034	0.198	-0.066	-0.025	0.434	0.124
1500	-0.187	-0.923	-1.604	-1.215	-1.187	-1.386	-1.927	-1.726	-1.595	2.403	0.818	-1.221	1.274	-0.4	-0.498	-1.123	0.256	0.567	0.572	1.447	-1.315	-1.451	1.22	0.555	1.74	-1.258	-0.557	1.346	0.398	-0.226	1.591	0.882	-0.833	-0.041	-0.556	-1.071	-0.711	0.723	-0.494	-0.03	1.265	-0.572	-0.058	0.618	0.48	2.426	0.901	1.283	0.51	-0.04	-0.102	-1.269
3801	0.491	0.024	0.619	0.925	2.064	1.191	0.545	0.459	0.774	-0.011	1.32	-0.031	-0.538	-0.505	-0.063	0.261	0.469	-0.179	-0.06	-0.299	-0.598	-0.112	-0.399	1.126	-0.198	0.371	-0.297	-0.008	-0.544	-0.147	0.874	0.079	0.162	-0.858	-0.702	-0.364	-1.133	-0.817	-0.811	-0.568	0.963	-0.819	-0.648	0.565	-0.766	-0.449	0.299	-0.112	-0.442	-0.292	-0.788	-1.349
